Project: Project Number,,Actual Start Date,Actual Completion Date,Benefit: Benefit Name,Benefit Type,Annual Cost Savings,Electric Savings,District Steam Savings,Fuel Oil Savings,Natural Gas Savings,Propane Savings,Peak Demand Reduction,Project Type,Benefit Narrative
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Band Joist Insulation,Energy Savings,434,0,26.1,,,,0,Analysis/Audit,"The majority of the basement walls appeared to have been insulated at one time with 6.5-inch fiberglass batts and covered with a plywood sheathing. The effectiveness of some of it is questionable as much of it is separated by a relatively large air space, depending on the thickness and plumbness of the foundation wall. Regardless, a lot of the insulation and plywood has been partially removed, often in sporadic locations, presumably because of a history of flooding and water intrusion. The foundation walls along the street side are uninsulated and contain significant efflorescence and brick spalling, indicative of an active water migration issue. Visual access was limited where batt insulation and plywood exist, leaving some uncertainty about efflorescence and/or spalling in other locations. While there is opportunity for substantial R-value replacement and improvement utilizing closed-cell spray foam, the observed durability concerns and known flooding history leaves us hesitant to recommend re-insulating the basement walls until all water management issues in the basement have been more closely reviewed and have been resolved. 

Alternatively, and for a lower cost, just the basement band joist, window infill, and pipe penetrations  could be insulated with close-cell spray foam. Presently most of the visible band joist is uninsulated and air leakage could be seen/felt at this detail, especially near the stairwells. Although insulating the band joist doesn?t address foundation wall R-value and air leakage, it does address air sealing at the transition to framed wall and brings the thermal barrier closer to the grade line. Insulating the band joist also increases the basement drying potential and reduces the risk that water in the soil outside the foundation will freeze and push the foundation wall in, commonly described as frost action.  Since the lower part of the foundation wall will remain as is, it can continue to conduct some heat energy into the soil to keep it from freezing and avoid frost action.  In addition, research has shown that frost action on foundation walls only occurs if the basement is unheated. See this link for more information about insulating stone foundations:
https://www.buildingscience.com/documents/insights/bsi-045-double-rubble-toil-trouble.

Spray foam should span from the underside of the sub-floor/floorboards over the band joist and just onto the top of the foundation wall about 3?. There is some fiberglass in the basement ceiling that would have to be pushed back or removed so that the band joist could be effectively insulated with 3 inches of closed-cell spray foam and a 15-minute thermal barrier coating.

It should be noted that insulating the band joist reduces the drying potential of the wood band joist that is in direct contact with the foundation.  Through capillary action, water will wick from the foundation up into the wood when the foundation is saturated. Insulating the band joist reduces the rate at which the moisture evaporates from the wood into the air.  As a practical matter, this is only a concern if the foundation is wet for long intervals throughout the year.  We did not see evidence of that."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Upper Attic Insulation & Air Sealing,Energy Savings,406,0,24.4,,,,0,Analysis/Audit,"The upper most attic cap has 4 to 5 inches of blown-in mineral wool insulation. While this does provide some thermal resistance, the fact that the insulation has been compressed over many years, combined with the lack of air sealing of the attic floor, makes the insulation far less effective. There are also remnants of old knob-and-tube wiring that appears to be no longer active. Because the existing insulation is not very effective, we recommend completely removing it, as well as the defunct wiring, in order to properly air seal the attic floor. Air sealing is the process of locating air leakage pathways such as mechanical, electrical, or plumbing penetrations, and sealing them to prevent air leakage. Small penetrations can be sealed with spray foam or caulk; however, larger openings need to be sealed with a combination of rigid material, like foam board insulation, and two-part closed-cell spray foam. 
When air sealing this particular attic, identify and air seal any of the following:
a.	Ceiling penetrations (ex. pipe, ducts, wiring, conduit, etc.)
b.	Interior partition top plates
c.	Perimeter framing to plaster. A foam stop will be needed in each rafter bay on the long ends of the attic to implement the sloped ceiling insulation/air sealing retrofit. The plaster on the attic ceiling side should seal to this blocking as a common transition point.
Many cellulose contractors have air-sealing experience, and we recommend using an experienced contractor with knowledge of what pathways need to be sealed. We also recommend using a contractor with blower door testing experience to quantify the reduction in air leakage. After the attic has been air sealed, we recommend re-insulating with at least 15-16 inches of blown-in cellulose insulation, which roughly equates to R-50.  
This retrofit approach should be considered simultaneously with the recommended envelope gut renovation work on the level 3 slopes, as they will interface with one another at the slope to flat transition. Although the insulated slopes are recommended to be unvented, consider reviewing the roof ventilation of the cold attic and installing additional ventilation through the roof if necessary to meet code. With a greatly improved air-sealing and insulation strategy employed, this attic will be much colder than it has historically been, creating a greater need for air exchange to evacuate any moisture.

Lastly, the attic hatch is just a panel of fiberboard with matted fiberglass batt above it. We recommend installing a new attic hatch with custom fit EPDM weather-stripping and at least 6? of rigid polyisocyanurate (foil faced foam board) insulation attached.  Use 3/4? plywood and sheetrock for strength and weight so the hatch presses down on the weather-stripping when closed. Use wide foil tape to cover and protect the edges of the insulation, and then glue or screw the rigid foam insulation to the plywood so that it remains affixed to the hatch indefinitely. Finally, the ceiling trim around the hatch opening needs to be caulked to the surrounding ceiling. At the hatch opening, install a 16?-tall, 4-sided end dam to keep cellulose insulation from covering the hatch. 

Notice in the image below the water damage on the attic hatch. This appears to be due to leaks around the chimney flashing, as mentioned in other measures. Based on the water stains, we anticipate the flashing has been leaking for quite some time. Before proceeding with any of the above, we recommend that this flashing be further inspected and repaired. Ideally, the chimney would be removed to a point in which the roof can just run continuously in this location."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Miscellaneous Air Sealing,Energy Savings,146,0,8.8,,,,0,Analysis/Audit,"The following discussions pertain to several common types of air leakage that, cumulatively, have an appreciable impact on energy consumption. Therefore, we put them together into one ?catch-all? measurement for improvement. 

Window Trim 
Because the closest material to an air barrier in the building is the interior plaster walls, wherever the plaster meets another material (like the window trim), there is a possibility that air leakage will occur at that transition. While the building was depressurized, we noticed that there appeared to be significant air leakage around the windows with the natural wood trim. The windows with painted trim performed much better as the many layers of paint over time have sealed the transitions. Air leakage occurred both between the trim and the plaster walls and at connecting pieces of trim. 

The most cost-effective way to prevent air infiltration through these transitions is to seal them on the surface with a clear silicone sealant. We recommend sealing the window trim at connection joints and to the plaster walls with a clear silicone sealant in every room. 

Note that the costs and energy savings for this sub-measure are modeled on the assumption that window rough openings have not been improved through window replacement. If window replacement becomes a near-future consideration, employing this sub-measure may not be worthwhile as the return on investment may not yet be fully realized.

Door Weather-Stripping
Air leakage was observed around all of the exterior doors in the building. On doors that are still in good shape, the most cost-effective measure is to check the thresholds, sweeps, and weather-stripping once a year and replace as needed. Even old doors can serve very well if the weather-stripping and sweeps are in good shape. We recommend replacing or adding weather-stripping to the exterior doors at the head, jambs, and especially at the threshold with commercial grade weather-stripping (www.draftseal.com or Q-lon). Focus weather-stripping efforts on doors that are used rarely since they have to perform more like walls most of the time. At this time, we recommend the front entrance and ADA entrance doors receive weather-stripping.  

Seal Chimneys
There are chimney flue openings on the basement and attic levels. These openings allow conditioned air into the chimney with a direct pathway to the roof. The chimney is no longer active; therefore, these openings are no longer needed. We did not observe much air leakage coming through these openings during the blower door test, so the top of the chimney may already be capped. However, we still recommend sealing these openings to prevent air movement between floors. 

On the chimney near the attic hatch, water staining was observed, which leads us to suspect that the roof flashing around the chimney may be failing. We recommend this flashing be more closely inspected and repaired/replaced if necessary. Alternatively, the section of chimney that runs through the roof can be removed and the roof made continuous over the old penetration. The savings predictions above account for only the potential improvements for air sealing the openings in the chimney."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Level 3 South Insulation & Air Sealing,Energy Savings,509,0,30.6,,,,0,Analysis/Audit,"South of the level 3 stairwell, the storage space has R19 foil-faced fiberglass batts on the slopes and R11 foil-faced fiberglass batts on the gable end. The batts are not in terrible shape, but the R-value present is relatively low for a roof and wall, and there isn?t any real air barrier established. Similar to the north end of level 3, we recommend removing the existing insulation on the roof and the gable end and installing a better insulation system. Given that the walls and the roof do not have very thick framing, closed-cell spray foam will provide the highest R value for that space and will also serve as an air barrier. This approach will also integrate well with the similar scope on the north end.  Install foam to the full depth of the rafters and the stud framing. If the attic is to remain only as storage space it does not necessarily need to be finished with drywall, although an alternative approved 15-minute thermal barrier will be needed over the foam. 

As part of this scope and regardless of the larger window replacement scope recommended later in this report, we recommend the window in the gable wall be replaced with a fiberglass double-pane fixed or single-hung unit, air sealed at the rough opening with can-foam. The unit that currently exists is a single-pane, wood framed, double-hung window. It does not close properly and the low R-value decreases the overall effective R-value of the gable wall."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Level 3 North Insulation & Air Sealing,Energy Savings,702,0,42.2,,,,0,Analysis/Audit,"In general, the walls on level 3 look like they are relatively well insulated in the stairwell, similar to level two, but the roof slopes and dormer walls of the northern end (north of the stairwell) are poorly insulated with blown-in mineral wool. Much of this mineral wool is either missing or has fallen out. Also, the wood lathe and plaster, which is the only air barrier candidate present, is damaged at many locations and so air leakage is exacerbated and the effectiveness of the insulation is diminished. 

Because of the extent of the damaged plaster, we do not recommend retrofitting this level but rather fully gutting the entirety of the roof slopes, from the flat ceiling down to the tops of the walls. We recommend completely stripping the ceilings and gable walls back to framing on the north end of level 3, removing all plaster, lathe and insulation in between. Also, remove any false exterior walls, such as on the west elevation near the tower room, to create access to the true exterior slope. Then fill each rafter/stud bay to full depth with closed-cell spray foam, from the top of wall at the floor line up to the attic flat ceiling, adhering to any perimeter framing/blocking that is common to the flat attic in order to establish continuity to the attic ceiling. This will create a reliable air and thermal barrier at the top of the building, which in return will benefit the lower floors by reducing the amount of thermal conductivity through the roof and warm air exfiltration due to the stack effect. The stack effect refers to the method by which air infiltrates a building at the lower floors and is driven up and out through the upper floors as a result of a difference in air density between indoors and outdoors. The taller and leakier a building is, the more intense the stack effect can become. By reducing the amount of air leakage at the top of the building, the pressure builds throughout the entire building, reducing the amount of air infiltration on the lower floors. Once spray foam is installed, cover the spray foam with a drywall finish or an approved 15-minute thermal barrier. The local authority having jurisdiction will be able to indicate what is acceptable for a thermal barrier."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Window Replacement,Energy Savings,1134,0,68.2,,,,0,Analysis/Audit,"Most of the windows in the building are wood frame, single-hung, single-pane windows with weighted pulleys and an exterior storm. The wood frame windows, after so many years of wear and tear, do not create a tight air seal when closed, and the single pane of glass offers very little thermal resistance. In theory, the exterior storm windows should help improve both the air leakage and thermal resistance of the wood frame windows, but significant gaps around the perimeter of the storm windows still allow air to move around them. In many cases the pulley systems have been replaced with a spring retrofit, but some of these are broken and do not support the weight of the sash. These areas can be repaired and the windows can be refurbished, but for the most part, the air leakage will only improve slightly, nowhere near the performance of modern day windows. We have collected data from a project where two historical windows, similar to the ones tested at 126 State Street, were tested before and after they were refurbished/retrofitted. The retrofit included metal weather stripping and new ropes/pulleys. The data showed a 48% decrease in air leakage after the retrofit was complete

Estimated Window Energy and Cost Savings if Windows are Refurbished:
Even with a 48% decrease in air leakage per window, the older wood windows would still be 25 times as leaky as modern day windows. From the floor plans given, we counted 46 of the older wood framed windows. Using this  data, we calculated an estimated savings of 15.2 MMBTU per year if the windows at 126 State St. were refurbished. Because of these low savings, BVH would recommend that the windows are instead replaced with modern windows. (See Appendix A below for recommendations on new windows.) Not only would the air leakage be drastically reduced, but the R-value of the windows would be nearly doubled, further increasing the savings. There are also other benefits to replacing the windows besides the cost and energy savings. One benefit is ease of use, as again many of the windows are difficult/impossible to open. Another benefit is an increase in human comfort for these office buildings. This has potential to increase productivity and happiness in the office space. 

Estimated Window Energy and Cost Savings if Windows are Replaced:
If the windows are replaced with R-4 windows, the savings are greatly increased. We calculated the average R-value for 126 State Street to be R-2. New windows should have a leakage no greater than 0.1 CFM/SF@75 Pascals. 
From the data recorded, the decrease in air leakage if the windows are replaced is 98%. BVH used the average surface area for the windows tested while on site and multiplied it by the number of windows each building has to get the estimated surface area of all windows. Using these data, the estimated savings from replacing the windows was calculated to amount to an estimated savings of 68.2 MMBTU per year. This is roughly 4.5 times as much savings per year than if the windows were refurbished. It should be noted that we can only estimate the decrease in air leakage through the windows themselves. Replacing the windows would also improve their seal to the building/rough opening, decreasing the building air leakage even further."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Heat Pump Hot Water Heater,Energy Savings,38,434,0,,,,0,Analysis/Audit,"The domestic hot water heater in the basement is a 30-gallon electric resistance water heater. This unit was installed in 2012, so it may not make sense to replace it at this time.  We recommend installing a heat pump water heater when the existing unit fails. Heat pump water heaters are much more efficient than electric resistance water heaters, and help dehumidify the surrounding space, which may negate the need for operating a dehumidifier in the summer months. For the type of use in this building, the unit could operate in heat pump only mode, which has a slower recovery time but is three times more efficient than an electric water heat. Hybrid mode uses the heat pump for most hours but will also use an electric resistance element to achieve faster recovery times if required. We recommend procuring a heat pump water heater that exceeds the minimum ENERGY STAR requirements."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Smart Pumps for Hot Water Circulators,Energy Savings,107,1000,0,,,,0.2,Analysis/Audit,"Currently the building is equipped with five (5) constant speed 1/25 hp heating hot water circulator pumps, which circulate hot water to the five zones in the building.

Modern pumps are coming equipped with ECM motors, ?smart? controls to vary the flow, and increased pump efficiency. Utilizing a new pump offers savings based on pump and motor efficiency alone. A ?smart? pump equipped with integral controls also allow it to reset the pressure setpoint based on sensed system pressure and it varies the pump speed based on the system?s heating demand in the building. The existing pumps were installed fairly recently in 2019, so it may not make sense to replace the pumps at this time, but we recommend the installation of smart pumps when the existing units fail."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,LED Lighting Upgrade,Energy Savings,366,2126,0,,,,1,Analysis/Audit,"The existing lighting consists primarily of suspended pendants and chandeliers with a mixture of screw-in compact fluorescent and LED lamps. There are also some linear fluorescent fixtures with ?Super? T8 lamps and high efficiency electronic ballasts in the basement and second floor rear addition. While much of the lighting has already been replaced with LED lamps, we recommend pursuing a comprehensive LED lighting upgrade to retrofit the remaining existing compact fluorescent and linear fluorescent fixtures. Along with the benefit of lower wattage compared to fluorescents, LED lamps also have a longer life than fluorescent lamps, leading to maintenance savings on lamp replacements. 

For fixtures with screw-in lamps, we recommend replacing all existing lamps with new LED lamps. It is important to select lamps with an acceptable color rendering index  and an appropriate color temperature . 

For the existing linear fluorescent fixtures, we recommend LED retrofit kits to replace the existing ballasts and lamps with new drivers and LED lamps. 

Savings and costs for this measure were estimated based on assuming one-for-one fixture retrofits. A more detailed lighting design analysis and illumination study may be warranted prior to implementation in order to ensure illuminance targets are met, but not exceeded, and occupant visual comfort is maintained."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Add Insulation Jacket to Main Steam Valve,Energy Savings,185,0,11.1,,,,0,Analysis/Audit,"While the steam piping appears to be generally well insulated, there is an opportunity to insulate the main steam shutoff valve. We recommend installing a removable insulation jacket for the 8? gate valve. These jackets are easy to install and typically consist of needled fiberglass, covering the valve bonnet and body."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Heat Pump Clothes Dryer,Energy Savings,316,1473,0,,,,1,Analysis/Audit,"The electric clothes dryer in the basement is used a few hours a day by BGS staff to dry laundry. We recommend installing a heat pump clothes dryer, which uses 2-3 times less electricity than typical electric vented dryers. We recommend procuring a heat pump dryer that exceeds the minimum ENERGY STAR requirements."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Plug Load Management,Energy Savings,65,523,,,,,0.1,Analysis/Audit,"Plug loads are estimated to comprise over 20% of the electricity consumption at the building. There are a number of options for effectively managing plug loads , including the following:

1.	Behavioral changes ? Encourage building occupants to power down office equipment at the end of each day. Send e-mail reminders toward the end of each workday to remind staff to turn off computers and monitors and develop a regular habit. 
2.	Install occupancy sensing power strips to detect the presence or absence of a user and automatically turn equipment on or off accordingly.
3.	Enable aggressive power management settings for desktop computers, laptops, monitors and printers. These can often be enacted centrally over an entire network of computers."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Energy Recovery Ventilator,Energy Savings; IAQ,560,450,25.7,,,,2,Analysis/Audit,"Currently the only mechanical ventilation being provided to the building is through bathroom exhaust fans, which only operate intermittently. Given what we know regarding the increased importance of ventilation, especially during COVID-19, we recommend installing an energy recovery ventilator to provide outside ventilation air to building occupants. These units recover energy from exhaust air to pre-condition incoming outside air, heating and adding moisture in the winter, and cooling and dehumidifying in the summer. 

Installing some means for providing mechanical ventilation is especially important if building envelope improvements described in this report are pursued and the envelope is tightened up. Note that savings for this measure are calculated using a makeup air unit without energy recovery as the baseline, and the measure cost is the incremental cost between a unit with energy recovery and one without. The full project cost to install a mechanical ventilation system for the building would be significantly higher and would include full unit cost and installation, along with running ductwork, in the range of $20,000 - $30,000."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Window Replacement,Energy Savings,1320,,79.4,,,,,Analysis/Audit,"Most of the windows in the building are wood frame, single-hung, single-pane windows with an exterior storm window. The wood frame windows, after so many years of wear and tear, do not create a tight air seal when closed, and the single pane of glass offers very little thermal resistance. In theory, the exterior storm windows should help improve both the air leakage and thermal resistance of the wood frame windows, but significant gaps around the perimeter of the storm windows still allow air to move around them. These areas can be repaired and the windows can be refurbished, but for the most part the air leakage will only improve slightly, nowhere near the performance of modern day windows. We have collected data from a project where two historical windows, similar to the ones tested at 128 State Street, were tested before and after they were refurbished/retrofitted. The retrofit included metal weather stripping and new ropes/pulleys. The data showed a 48% decrease in air leakage after the retrofit was complete.  

Estimated Window Energy and Cost Savings if Windows are Refurbished:
Even with a 48% decrease in air leakage per window, the older wood windows would still be between 20 to 35 times as leaky as modern day windows. From the floor plans given, we counted 44 of the older wood framed windows. Using this data, we calculated an estimated savings of 25.5 MMBTU per year if the windows were refurbished. Because of these low savings, we would recommend that the windows are instead replaced with modern windows. See Appendix C for recommendations on new windows. Not only would the air leakage be drastically reduced, but the R-value of the windows can be doubled, further increasing the savings. There are other benefits to replacing the windows besides the cost and energy savings. One benefit is ease of use; again, many of the windows are difficult/impossible to open. 

Estimated Window Energy and Cost Savings if Windows are Replaced:
If the windows are replaced with R-4 windows, the savings are greatly increased. BVH calculated the existing average R-value is R-1.5. New windows should have a leakage no greater than 0.1 CFM/SF@75 pascals. From the data recorded, the decrease in air leakage if the windows are replaced is 97%. BVH used the average surface area for the windows tested while on site and multiplied it by the number of windows each building has to get the estimated surface area of all windows. Using all this data, the estimated savings from replacing the windows can then be calculated. BVH calculated an estimated savings of 79.4 MMBTU per year if the windows are replaced. This is roughly 5.2 times as much savings per year than if the windows were refurbished. It should be noted that BVH can only estimate the decrease in air leakage through the windows themselves. Replacing the windows would also improve their seal to the building/rough opening, decreasing the building air leakage even further.

A 3rd alternative would be to replace the exterior storm windows with new storm windows. The existing storm windows appear to be 20-30 years old and are in good shape but they are not air tight.  If they were replaced with tight double pane storm windows then this may be a cost effective alternative. The challenge is to find a storm window that is both double pane and significantly tighter than the average storm window.  In our experience, this type of storm window only exists as custom built which can cost as much as a new window."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Door Weather Stripping,Energy Savings,105,,6.3,,,,,Analysis/Audit,"Air leakage was observed around all of the exterior doors in the building. On doors that are still in good shape, the most cost-effective measure is to check the thresholds, sweeps, and weather-stripping once a year and replace as needed.  Even old doors can serve very well if the weather-stripping and sweeps are in good shape. We recommend replacing or adding weather-stripping to the exterior doors at the head, jambs, and especially at the threshold with commercial grade weather-stripping (www.draftseal.com or Q-lon). Focus weather-stripping efforts on doors that are used rarely, like the door to the porch on the second floor, since they have to perform more like walls most of the time. Do not forget to weather-strip ?interior? doors that open into cold spaces such as the door in the basement leading to the exterior stair well."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Interior Air Sealing,Energy Savings,263,,15.8,,,,,Analysis/Audit,"Because the only true air barrier in the building is the interior plaster walls, wherever the plaster meets another material, there is a possibility that air leakage will occur at that transition or where the interfacing material transitions to another material. While the building was depressurized, we noticed a number of areas where these transitions could be better sealed. We have identified these areas below and offer recommendations for sealing them. 

Baseboard Molding
There appeared to be significant amount of air leakage at the baseboard molding, including where the molding meets the plaster, at connecting pieces of molding, and where the molding meets the floor. The most cost-effective way to prevent air infiltration through these transitions is to seal them on the surface with a clear silicone sealant. We recommend sealing the baseboard to the plaster and to the floor in every room and sealing all connecting joints.

Window Trim 
There appeared to be significant air leakage at the trim around a number of windows, particularly around the windows with the natural wood trim. Air leakage occurred both between the trim and the plaster walls and at connecting pieces of trim. Similar to the baseboard molding, we recommend sealing the window trim at connection joints and to the plaster walls with a clear silicone sealant in every room. 

Fireplace Mantles
The mantles above the fireplaces also showed signs of air leakage through gaps between the mantle and the plaster wall. We recommend sealing around the mantle with a clear sealant, so there are no gaps between the plaster for air leakage to occur.

Access Hatch
This access hatch in room 111 on the first floor that leads to the exterior stairwell appeared to leak. The hatch seems to be secured in place; however, we recommend sealing the hatch closed with caulk in order to prevent this air leakage."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Insulate Basement Walls,Energy Savings,787,,47.3,,,,,Analysis/Audit,"The basement walls appeared to have been insulated at one time with 3.5-inch fiberglass batts and covered with a plywood sheathing. However, most of the insulation has now been removed, and whatever remains is ineffective because it is not properly contacting the wall. For that reason, we recommend removing the rest of the insulation and the plywood covering and re-insulating the walls starting at the underside of the floor above to at least 2 feet below grade with 3 inches of closed-cell spray foam. The spray foam will not only act as a thermal barrier but also an air barrier and help block air from penetrating at the rim joist. The foam will then need to be covered by either a finished sheetrock layer or a 15-minute spray applied thermal barrier for fire protection.

There is a window in the laundry room that has been insulated with less than 1 inch of rigid foam board. We recommend filling the entire cavity with spray foam insulation and covering the opening with drywall so that it aligns with the drywall on the rest of the wall.

We acknowledge that there is some risk insulating a basement that is in a flood zone.  The fiberglass insulation and half of the plywood was likely removed because of prior flooding, to allow the building materials to dry.  Current conditions indicate that the basement is dry.  We did not see any evidence of recent water entry or damp building materials that require remediation. We recommend using closed-cell spray foam as an insulation material because it is moisture resistant and would survive flooding without damage. However, in the event of a flood, the spray foam would reduce the drying potential of any wood or stone that it is in contact with.  It is impossible to predict how long it would take for all building materials to dry out after a flood but it would take longer if the foundation wall was coated in closed-cell spray foam.        

Insulating the band joist and the foundation to just 2? below grade increase the drying potential and reduces the risk that water in the soil outside the foundation will freeze and push the foundation wall in, commonly described as frost action.  Since the lower part of the foundation wall will remain uninsulated, it can continue to conduct some heat energy into the soil to keep it from freezing and avoid frost action.  In addition, research has shown that frost action on foundation walls only occurs if the basement is unheated. See this link for more information about insulating stone foundations:

https://www.buildingscience.com/documents/insights/bsi-045-double-rubble-toil-trouble

Alternatively, and for a lower cost, just the basement band joist could be insulated with spray foam.  This would avoid having to remove the plywood and provide some of the insulating and air sealing benefits, although, air leaks in the above grade foundation walls would remain unaddressed.  This option would also avoid the low risk of frost action and reduce concerns with drying after a flood. However, insulating the band joist, with foam or any product, reduces the drying potential of the wood band joist that is in direct contact with the foundation.  Through capillary action, water will wick from the foundation up into the wood when the foundation is saturated.  Insulating the band joist reduces the rate at which the moisture evaporates from the wood into the air.  As a practical matter, this is only a concern if the foundation is wet for long intervals throughout the year.  We did not see evidence of that. There is some fiberglass in the basement ceiling that would have to be pushed back or removed so that the band joist could be effectively insulated with 3 inches of closed-cell spray foam and a 15-minute thermal barrier coating. The savings for this option would be 14.7 MMBTU and the approximate cost would be $2,000."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Seal Fireplaces,Energy Savings,236,,14.2,,,,,Analysis/Audit,"There are four fireplaces: two on the first floor and two on the second floor. The fireplaces on the first floor have been stuffed with fiberglass insulation and infilled with a plywood cover. While this does provide some thermal resistance, there was evidence that air is still able to move through the insulation and leak out the damper. Since these fireplaces do not appear to be actively used, we recommend a solution that will completely block this air movement. This can be done in a number of ways, but the simplest solution would be to remove the cover and insulation, use spray foam to completely seal the damper closed, and re-install the insulation and the cover. We recommend taking a similar approach to the fireplaces on the second floor which are not blocked off but do not appear to be active either. For these fireplaces, we recommend sealing the dampers closed with spray foam, infilling the fireplace with fitted layers of fiberglass insulation (as opposed to just stuffing), and installing a plywood cover over the opening. The chimneys should also be capped with a weather tight cap on the outside if they are not already."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,LED Lighting Upgrade,Energy Savings,15078,102753,0,,,,24.7,Analysis/Audit,"The existing lighting in office areas consists primarily of suspended linear indirect T8 fixtures with ?Super? T8 (28-watt) lamps and high efficiency electronic ballasts. Basement areas have 3-lamp linear fluorescent 2?x4? recessed troffers. Corridors have T8 cove lighting and compact fluorescent (CFL) pendants. While T8 fixtures have been replaced with LEDs in a couple of office areas, we recommend pursuing a comprehensive LED lighting upgrade.    
Along with the benefit of lower wattage compared to fluorescents, most LED fixtures have advanced control capabilities, including options for dimming, integral occupancy sensors, and photocells for daylighting control. Incorporating these controls result in additional energy savings, as well as allowing for adjusting light levels to exactly meet illuminance requirements. LED lamps also have a longer life than fluorescent lamps, leading to maintenance savings on lamp replacements. 

There are several options for LED upgrades, including the following, listed in order from lowest to highest capital cost:
?	Lamp-only replacements that leave the ballast in place
?	Fixture retrofits with new reflectors that include integral LED lamps and drivers installed in the existing fixture housings
?	Complete fixture replacements 

Cx Associates strongly recommends retrofitting the fixtures at a minimum. BGS has used Philips EvoKit retrofits for other lighting retrofit projects in state buildings, and this, or an equivalent product, could be a good option for the existing linear fluorescent fixtures. 

Savings and costs for this measure are estimated based on assuming one-for-one fixture retrofits. A more detailed lighting design analysis and illumination study may be warranted prior to implementation in order to ensure illuminance targets are met, but not exceeded, and occupant visual comfort is maintained. 

The measure savings estimate includes savings resulting both from vacancy sensors turning off lights when occupants are not present and photocells for daylighting control in perimeter areas. Since many of the lights are already controlled with occupancy sensors, the spaces that already included occupancy sensors were excluded from the vacancy sensor savings calculation."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Minimize 24/7 Building Operation,Energy Savings,9504,64114,319,,,,0,Analysis/Audit,"Based on a review of the electric meter interval data and discussion with facilities staff, we discovered that the building was placed in occupied mode 24/7 from mid-January through April. This was put in place during a cold snap in order to prevent ?losing? the building (i.e. not being able to maintain temperature setpoints) and to minimize any potential comfort problems and occupant complaints. While it is occasionally necessary to operate building systems continuously during extended periods of extreme weather, normal scheduled operation can resume following the end of the weather event. We recommend implementing programming in the building automation system (BAS) that returns the building to normal schedules after it has been placed in 24/7 occupied mode for a certain number of days (adjustable). This can be used in conjunction with day-ahead weather forecasts to only return to scheduled operation if the forecasted outside air temperature is above a certain minimum (e.g. 0°F) or below a certain maximum (e.g. 90°F). In this way, building operators have the flexibility to manually override HVAC occupancy schedules during extreme weather, but scheduled control will be restored automatically when normal weather conditions return."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Optimize BAS Occupancy Schedules,Energy Savings,2406,13275,108,,,,0,Analysis/Audit,"While mechanical equipment operates according to schedules during normal building operation, there may be an opportunity for optimizing the occupied schedules to more accurately reflect actual building operating patterns. For example, many of the floors are scheduled to enter occupied mode as early as 4:00 a.m., although others enter occupied mode as late as 6:30 a.m. In addition, the energy recovery unit (ERU-1) providing ventilation air for the building does not need to operate unless there are actually occupants in the building (i.e. during morning warm-up the unit can remain off)."
1387,VT BGS Energy Audits,7/1/2018,9/30/2022,Reduce Outside Air Ventilation Rates,Energy Savings,7299,38020,55,,,,14.6,Analysis/Audit,"The large energy recovery unit (ERU-1) in the mechanical penthouse supplies 100% outside air for ventilation for building occupants. A preliminary analysis of current outdoor air ventilation rates indicates excessive ventilation air is being provided based on current ventilation codes. We recommend the following:
 
1.	Conduct a detailed ventilation analysis to determine the specific volumes of fresh air required for each zone based on the current use of the building. 
2.	Rebalance ERU-1 and terminal air flows from 12,800 cfm to 9,000 cfm, possibly lower depending on findings from step 1. 
3.	Reduce the supply air and exhaust air volume by adjusting fan sheaves or adding VFDs to the supply and exhaust fans and adjusting fan speed down. 

As building uses change in the future (e.g. storage space is converted to office space), ensure that the ERU supply air flow is adjusted to maintain minimum ventilation requirements. Reducing the ventilation rates to meet minimum code requirements would result in significant fan energy savings as well as heating and cooling savings due to conditioning less outside air."
